result_id,family,design_group,anchor,pdf_page,combined_pdf_page,printed_page_label,date,status,decision,summary_path,machine_record_path
repository-correctness-api-persistence-2026-08-20,"Persistence, delivery and operations",Local deployment and service continuity,trial-5c467096810a,181,216,S-181,2026-08-20,Complete checkpoint: 615 Python tests passed; 156/427 files audited; 96/96 active-runtime files audited,Keep corrected runtime and continue frontend/tooling/configuration audit; no deployment or component-selection claim,research/05_evaluation/repository-correctness-api-persistence-2026-08-20-results.md,
repository-correctness-full-sweep-2026-08-20,"Persistence, delivery and operations",Local deployment and service continuity,trial-482bbc13317b,181,216,S-181,2026-08-20,"Complete and merged in PR #98 at `db2f5e9`: 426/426 audited, 621 Python and 46 frontend tests passed, full repository check green",Keep corrected state; preserve execution freeze until separate next-action authorization,research/05_evaluation/repository-correctness-full-sweep-2026-08-20-results.md,
factual-qa-v3-oracle-pilot-001,Evaluation instruments and evidence governance,Measurement correction and semantic review,trial-55716d3e701d,256,291,S-256,2026-08-20,Every machine gate passed; 39/40 provenance-valid; retrieval all-evidence@3 32/32; human audit accepted seven retained controls and confirmed the one citation quarantine,"Go deeper to a faster, prospectively frozen 100–200 case rehearsal; do not scale to 10,000 yet",research/05_evaluation/factual-qa-v3-oracle-pilot-001-results.md,
factual-qa-v3-scale-rehearsal-002,Retrieval and factual grounding,Text retrieval and factual answers,trial-f5be53106b1a,15,50,S-15,2026-08-20,"Invalid execution: all 120 author calls completed, then the first-party Mistral ZDR route returned upstream 401; no quality result; reviewer call and exact cost accounting incomplete","Refine method; preserve 002, add pre-bulk provider canaries, and require successor 003",research/05_evaluation/factual-qa-v3-scale-rehearsal-002-invalid-results.md,
factual-qa-v3-scale-rehearsal-004,Retrieval and factual grounding,Text retrieval and factual answers,trial-94fa7767bb6b,15,50,S-15,2026-08-20,"Completed; 114/120 provenance-valid, retrieval 96/96 at top three, but reviewer sensitivity was 10/20 because every missing/truncated citation mutation was accepted; 12-case audit confirmed six quarantines and six controls",Refine reviewer method; preserve deterministic authority and do not scale,research/05_evaluation/factual-qa-v3-scale-rehearsal-004-results.md,
factual-qa-v3-scale-rehearsal-005,Retrieval and factual grounding,Text retrieval and factual answers,trial-6be671c3d39f,16,51,S-16,2026-08-20,"Invalid execution: both canaries and all pre-dispute stages completed in memory, then one DeepSeek dispute response contained malformed JSON; completed quality results and exact accounting were not persisted",Refine orchestration; replace full rerun with focused reviewer qualification and durable batch checkpoints,research/05_evaluation/factual-qa-v3-scale-rehearsal-005-invalid-results.md,
factual-qa-v3-reviewer-qualification-006,"Persistence, delivery and operations",Local deployment and service continuity,trial-4ef302d8e540,180,215,S-180,2026-08-20,"Passed every gate: 24/24 clean accepted, 24/24 defects rejected, every class 4/4, zero malformed/provider errors","Keep reviewer as advisory QC and design the separately authorized 10,000-case pipeline",research/05_evaluation/factual-qa-v3-reviewer-qualification-006-results.md,
factual-qa-v3-reviewer-qualification-007,"Persistence, delivery and operations",Local deployment and service continuity,trial-30d81d87efd1,186,221,S-186,2026-08-21,"Failed six gates: 41/48 valid reviews, 75.0% clean specificity, 83.3% mutation sensitivity, seven malformed responses, 42.46 s p95, USD 0.128239",Drop Qwen for this role; retain qualified Mistral Small 4 and harden cost enforcement before paid scale,research/05_evaluation/factual-qa-v3-reviewer-qualification-007-results.md,
factual-qa-v3-scale-pilot-100-001,Retrieval and factual grounding,Text retrieval and factual answers,trial-9fab2c2b430f,16,51,S-16,2026-08-21,"Completed Refine: 4/100 deterministic-valid, 9 malformed authors, 0/100 valid Mistral reviews, 0 mutation probes, 12/12 priority quarantines confirmed",Refine author/reviewer contracts and independent mutation fixtures; do not scale,research/05_evaluation/factual-qa-v3-scale-pilot-100-001-results.md,
factual-qa-v3-scale-pilot-100-002-build,Retrieval and factual grounding,Text retrieval and factual answers,trial-6023e287fc89,18,53,S-18,2026-08-21,Build ready: 222-call normal and 246-call dispute paths passed; mutations remained executable under 100 malformed authors; zero provider calls,Keep corrected build for separate authorization; no paid-quality or scale claim,research/05_evaluation/factual-qa-v3-scale-pilot-100-002-build-results.md,
factual-qa-v3-scale-pilot-100-002,Retrieval and factual grounding,Text retrieval and factual answers,trial-9f565f1710d7,17,52,S-17,2026-08-21,"Completed Refine: 93/100 deterministic-valid, 100% citation validity, 97% reviewer agreement, 20/20 mutation rejection; five quality gates failed","Refine deterministic assembly, boundary handling, null review, and duplicate control; do not scale",research/05_evaluation/factual-qa-v3-scale-pilot-100-002-results.md,
factual-qa-v3-10000-pipeline-002-build,"Persistence, delivery and operations",Local deployment and service continuity,trial-abcc3fe05091,185,220,S-185,2026-08-21,"Build complete: exact 8,000 answerable plus 2,000 boundary composition; 0 normalized duplicates; network-free 222-call simulation passed all gates",Keep provider-free successor; await professor-method interpretation and separate paid pilot-003 authorization,research/05_evaluation/factual-qa-v3-10000-pipeline-002-build-results.md,
factual-qa-v3-scale-pilot-100-003,Retrieval and factual grounding,Text retrieval and factual answers,trial-061194165ade,19,54,S-19,2026-08-22,"Completed Keep: 100/100 deterministic-valid, 80/80 citation-valid, 99/100 reviewer agreement, 20/20 mutation rejection, zero exact duplicates or malformed outcomes","Keep method; design a separately authorized 1,000-case checkpoint; do not authorize 1,000 or 10,000 from this result",research/05_evaluation/factual-qa-v3-scale-pilot-100-003-results.md,
factual-qa-v3-scale-checkpoint-1000-001,Retrieval and factual grounding,Text retrieval and factual answers,trial-0927f91fbf5b,18,53,S-18,2026-08-22,"Invalid execution: DeepSeek canary passed, but a 67-character reviewer task ID violated the local 64-character contract before provider I/O",Revoke 001; correct only the task identifiers and rerun the unchanged scope as 002; no quality conclusion,research/05_evaluation/factual-qa-v3-scale-checkpoint-1000-001-results.md,
factual-qa-v3-scale-checkpoint-1000-002,Retrieval and factual grounding,Text retrieval and factual answers,trial-99577d9245e3,18,53,S-18,2026-08-22,"Completed Keep: 900/900 deterministic-valid, 720/720 citation-valid, 898/900 reviewer agreement, 179/180 mutation rejection, zero exact duplicates or malformed responses; cumulative 1,000-case gates pass","Keep method; revoke authorization and require a separate decision before the remaining 9,000 cases",research/05_evaluation/factual-qa-v3-scale-checkpoint-1000-002-results.md,
factual-qa-v3-scale-completion-10000-001,Retrieval and factual grounding,Text retrieval and factual answers,trial-7377b5f7ace6,19,54,S-19,2026-08-24,"Completed Keep: 9,000/9,000 deterministic-valid, 7,200/7,200 citation-valid, 8,927/9,000 reviewer agreement, 1,795/1,800 advisory mutation rejection, 1,800/1,800 deterministic mutation rejection, and zero exact duplicates; every gate passed","Keep cumulative 10,000-case method evidence, revoke authorization, and move to separate real-source and product/fidelity evaluation",research/05_evaluation/factual-qa-v3-scale-completion-10000-001-results.md,
factual-qa-v3-scale-completion-10000-001-analysis-correction-001,Evaluation instruments and evidence governance,Measurement correction and semantic review,trial-a6b360d0dfa8,257,292,S-257,2026-08-25,"Complete correction: 10,000 rows derive from eight claim grammars and correlated templates; the author received gold metadata and only varied question wording; the product did not retrieve or answer independently",Keep as engineering pipeline-scale evidence only; Go Deeper with a leakage-free end-to-end Digital Twin evaluation,research/05_evaluation/factual-qa-v3-scale-completion-10000-001-analysis-correction-001-results.md,
deployable-product-foundation-v7-post-correctness-requalification-001,"Persistence, delivery and operations",Local deployment and service continuity,trial-e532e23994c6,184,219,S-184,2026-08-21,"In-process Go Deeper: 42/42 gates, 100/100 capacity requests, 3.073 ms p95, schema-v8 restore; current container build invalid operationally after Docker registry/runtime stall",Keep V7 verifier corrections and current-tree package; withhold image/HTTPS/release claim pending a successful current container successor,research/05_evaluation/deployable-product-foundation-v7-post-correctness-requalification-001-results.md,research/05_evaluation/records/deployable-product-foundation-v7-post-correctness-requalification-001.json
autonomous-tutoring-graph-development-001,Autonomous orchestration,Bounded autonomous tutoring,trial-9200c56d3f98,128,163,S-128,2026-08-22,"Completed Go Deeper: every T0 action and T1 action/intent matched; citations, fallback, persistence, and restart were 100%; zero safety violations or provider usage",Advance T1 to one separately frozen confirmation only; keep T0 selected for staging and rollback,research/05_evaluation/autonomous-tutoring-graph-development-001-results.md,research/05_evaluation/records/autonomous-tutoring-graph-development-001.json
evidence-sufficiency-v2-candidate-comparison-001-build,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-a4876051817d,235,270,S-235,2026-08-24,Build ready: four fixed methods including unselectable AnyHit; model-free simulation passed; 839 Python and 46 frontend tests; 510/510 audit,Go Deeper with one separately authorized local comparison; no candidate selected and no release authority,research/05_evaluation/evidence-sufficiency-v2-candidate-comparison-001-build-results.md,research/05_evaluation/records/evidence-sufficiency-v2-candidate-comparison-001-build.json
evidence-sufficiency-v2-candidate-comparison-001,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-4b7e22289318,234,269,S-234,2026-08-24,No selectable candidate passed: deterministic control 0 false answers but 8.8% recall; GTE and GTE+NLI each 7 false answers and 15.0% recall; 12/12 priority cases audited,"Refine; select no gate, revoke authorization, and require a method-level successor rather than threshold tuning or another model search",research/05_evaluation/evidence-sufficiency-v2-candidate-comparison-001-results.md,research/05_evaluation/records/evidence-sufficiency-v2-candidate-comparison-001.json
evidence-sufficiency-v3-atomic-claim-confirmation-001-build,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-acd00154ea05,237,272,S-237,2026-08-24,"Build ready: claim-only response contract, deterministic lineage/final authority, exact control, pinned NLI candidate, 12 balanced slices; 856 Python and 46 frontend tests; 517/517 audit",Go Deeper to one separately authorized local confirmation; no method or product binding selected,research/05_evaluation/evidence-sufficiency-v3-atomic-claim-confirmation-001-build-results.md,research/05_evaluation/records/evidence-sufficiency-v3-atomic-claim-confirmation-001-build.json
evidence-sufficiency-v3-atomic-claim-confirmation-001,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-59dec0141375,236,271,S-236,2026-08-24,"Completed Keep: zero false releases, 95% supported retention, 90% multi-claim retention, 100% mutation/lineage/malformed rejection, 53.15 ms p95, and 599,932,928 added bytes",Keep NLI atomic-claim method; revoke execution and require separate product binding and rebuild,research/05_evaluation/evidence-sufficiency-v3-atomic-claim-confirmation-001-results.md,research/05_evaluation/records/evidence-sufficiency-v3-atomic-claim-confirmation-001.json
evidence-sufficiency-v3-atomic-claim-confirmation-001-analysis-correction-001,Evaluation instruments and evidence governance,Measurement correction and semantic review,trial-28714a08c856,257,292,S-257,2026-08-25,"Complete correction: 120 rows are ten fact groups crossed with twelve templates; row independence is invalid, direct Codex review is not independent annotation, and real product retrieval/generation was not exercised",Go Deeper; retain NLI as a provisional development candidate but revoke production selection and product binding,research/05_evaluation/evidence-sufficiency-v3-atomic-claim-confirmation-001-analysis-correction-001-results.md,
academic-factual-qa-end-to-end-pilot-001-build,Autonomous orchestration,Bounded autonomous tutoring,trial-4f850efdc434,129,164,S-129,2026-08-25,"Build complete: product input excludes every gold field; normal T0 service, retrieval, generation, citations, persistence, slices, and cluster-bootstrap metrics exercised; diagnostic controls expose 0% retention versus 60% unsupported releases",Go Deeper; integrate the provisional candidate and independently validated data before a separately frozen development run,research/05_evaluation/academic-factual-qa-end-to-end-pilot-001-build-results.md,
academic-factual-qa-end-to-end-pilot-002-attempt-001-invalid,Autonomous orchestration,Bounded autonomous tutoring,trial-78e6e9faca68,130,165,S-130,2026-08-25,Execution completed but the worktree was dirty and not bound to one frozen revision,"Invalid execution; preserve the attempt, add a clean-revision preflight, and rerun from a committed build",research/05_evaluation/academic-factual-qa-end-to-end-pilot-002-attempt-001-invalid-results.md,research/05_evaluation/records/academic-factual-qa-end-to-end-pilot-002-attempt-001-invalid.json
academic-factual-qa-end-to-end-pilot-002,Autonomous orchestration,Bounded autonomous tutoring,trial-1d9b855741a3,129,164,S-129,2026-08-25,"Any-hit released 34/80 boundaries with 50% citation precision; evidence-selection and two-boundary arms passed 160/160 with 80/80 retention, zero unsafe releases, complete claims/citations, and 160/160 paired draft identity","Go Deeper; integration is ready, but freeze fresh independently validated source/question clusters before any academic confirmation or selection",research/05_evaluation/academic-factual-qa-end-to-end-pilot-002-results.md,research/05_evaluation/records/academic-factual-qa-end-to-end-pilot-002.json
academic-factual-qa-confirmation-002-build,Retrieval and factual grounding,Text retrieval and factual answers,trial-b0f1f30c7a84,20,55,S-20,2026-08-25,"Build complete: exact lineage and modality bindings, zero normalized duplicates or source overlap, blinded 240-item packet, bounded three-family review runner, and complete network-free simulations","Go Deeper to one separately bound and authorized blinded panel; no semantic, product, professor-fidelity, or release claim",research/05_evaluation/academic-factual-qa-confirmation-002-build-results.md,research/05_evaluation/records/academic-factual-qa-confirmation-002-build.json
academic-factual-qa-confirmation-002-reviewer-binding-build,Retrieval and factual grounding,Text retrieval and factual answers,trial-d75d8bf46625,25,60,S-25,2026-08-26,"Build complete: 24-hour metadata snapshot, exact routing, separately authorized calibration-first execution, 120-call/zero-retry/USD 3 bounds, atomic resume, and full network-free simulation",Go Deeper to one separately authorized calibration; no semantic or product claim,research/05_evaluation/academic-factual-qa-confirmation-002-reviewer-binding-build-results.md,research/05_evaluation/records/academic-factual-qa-confirmation-002-reviewer-binding-build.json
academic-factual-qa-confirmation-002-calibration-attempt-001-invalid,Retrieval and factual grounding,Text retrieval and factual answers,trial-644cceed6676,21,56,S-21,2026-08-26,"Invalid after the first Mistral batch: Codex passed 40/40 and all four gates at 1.00; one failed provider call, zero retries, zero DeepSeek calls, no confirmation access, and incomplete provider error/usage/cost evidence",Refine the execution harness; preserve attempt 001 and require separate authority for one corrective calibration,research/05_evaluation/academic-factual-qa-confirmation-002-calibration-attempt-001-invalid-results.md,research/05_evaluation/records/academic-factual-qa-confirmation-002-calibration-attempt-001-invalid.json
academic-factual-qa-professor-checkpoint-001-build,Multimodal evidence,Visual retrieval and source-region grounding,trial-a8e00be565f0,62,97,S-62,2026-08-26,"Build complete: gold-leakage firewall, question-independent visual descriptions, original-region lineage, exact provider bindings, atomic resume/accounting, and all failure simulations passed","Go Deeper through five separately authorized checkpoints; no quality, profile, fidelity, deployment, or release claim",research/05_evaluation/academic-factual-qa-professor-checkpoint-001-build-results.md,research/05_evaluation/records/academic-factual-qa-professor-checkpoint-001-build.json
academic-factual-qa-confirmation-002-calibration-attempt-002-invalid,Retrieval and factual grounding,Text retrieval and factual answers,trial-8c5d92591b8f,21,56,S-21,2026-08-26,"Invalid after the first Mistral batch returned HTTP 400: one failed provider call, zero retries, zero accepted provider votes, zero DeepSeek calls, no confirmation access; hardened diagnostics preserved the sanitized failure and explicit unavailable usage/cost state",Redesign the reviewer method; revoke authority and do not retry Mistral or infer factual-QA/product quality,research/05_evaluation/academic-factual-qa-confirmation-002-calibration-attempt-002-invalid-results.md,research/05_evaluation/records/academic-factual-qa-confirmation-002-calibration-attempt-002-invalid.json
academic-factual-qa-confirmation-002-calibration-attempt-003-build,Retrieval and factual grounding,Text retrieval and factual answers,trial-c27453a34c4f,22,57,S-22,2026-08-26,"Build ready: Gemini-compatible schema with deterministic post-validation, exact Google AI Studio routing, 20/20 simulated calls with two canaries first, three simulated passing calibrations, and zero live metadata drift","Go Deeper to one bounded calibration; no reviewer-quality, confirmation, product, visual, private-data, or scale claim",research/05_evaluation/academic-factual-qa-confirmation-002-calibration-attempt-003-build-results.md,research/05_evaluation/records/academic-factual-qa-confirmation-002-calibration-attempt-003-build.json
academic-factual-qa-confirmation-002-calibration-attempt-003-invalid,Retrieval and factual grounding,Text retrieval and factual answers,trial-26a81f4c20e0,22,57,S-22,2026-08-26,"Invalid after canaries: Gemini completed four votes with exact Google AI Studio identity and USD 0.00780825 reported cost; direct DeepSeek returned empty content; two calls, zero retries, zero bulk calls, and no confirmation access",Refine reviewer transport; revoke authority and make one explicit successor decision without interpreting reviewer or product quality,research/05_evaluation/academic-factual-qa-confirmation-002-calibration-attempt-003-invalid-results.md,research/05_evaluation/records/academic-factual-qa-confirmation-002-calibration-attempt-003-invalid.json
academic-factual-qa-confirmation-002-calibration-attempt-004-build,Retrieval and factual grounding,Text retrieval and factual answers,trial-997011f8feb4,23,58,S-23,2026-08-26,"Build ready: ten fresh Gemini batches, two-reviewer aggregation, transport-only retries bounded to two, all pass/failure simulations, and zero live metadata drift",Go Deeper to one separately authorized calibration; stop after any outcome and do not search for another reviewer,research/05_evaluation/academic-factual-qa-confirmation-002-calibration-attempt-004-build-results.md,research/05_evaluation/records/academic-factual-qa-confirmation-002-calibration-attempt-004-build.json
academic-factual-qa-confirmation-002-calibration-attempt-004-invalid,Retrieval and factual grounding,Text retrieval and factual answers,trial-0be6c95449af,24,59,S-24,2026-08-26,"Invalid: the first Gemini batch and its sole permitted retry returned HTTP 429; 2 attempted calls, 0 provider completions, 0 Gemini votes, 0 later batches, and no confirmation access","Refine; revoke authority, do not rerun or search another reviewer, and make a supervisor-facing research-method decision",research/05_evaluation/academic-factual-qa-confirmation-002-calibration-attempt-004-invalid-results.md,research/05_evaluation/records/academic-factual-qa-confirmation-002-calibration-attempt-004-invalid.json
academic-factual-qa-confirmation-002-calibration-attempt-005-build,Retrieval and factual grounding,Text retrieval and factual answers,trial-33d178fe39d8,24,59,S-24,2026-08-26,"Four-route Google Vertex/AI Studio allowlist, model-stable fallback accounting, 40/40 simulated Gemini votes, four healthy live routes, zero metadata drift, and zero inference calls",Go Deeper to one separately authorized attempt-005 calibration; keep the sealed 200 cases and all later stages closed,research/05_evaluation/academic-factual-qa-confirmation-002-calibration-attempt-005-build-results.md,research/05_evaluation/records/academic-factual-qa-confirmation-002-calibration-attempt-005-build.json
academic-factual-qa-confirmation-002-calibration-attempt-005-invalid,Retrieval and factual grounding,Text retrieval and factual answers,trial-92646c040a2c,25,60,S-25,2026-08-26,"Invalid after 3 Google Vertex priority calls: 8 Gemini votes accepted, then one four-case response failed the deterministic boundary invariant; 10,393 input / 5,220 output tokens and USD 0.024632775 reported cost","Refine; revoke authority, preserve the semantic failure, and keep the sealed 200 cases and all later stages closed",research/05_evaluation/academic-factual-qa-confirmation-002-calibration-attempt-005-invalid-results.md,research/05_evaluation/records/academic-factual-qa-confirmation-002-calibration-attempt-005-invalid.json
academic-factual-qa-open-10000-development-construction-attempt-001-invalid,Retrieval and factual grounding,Text retrieval and factual answers,trial-983b3ff14b9c,26,61,S-26,2026-08-27,"Invalid on the first DeepSeek canary: requested model matched but runtime fingerprint drifted; 1 failed canary, 0 accepted responses, 0 bulk calls, 0 generated cases, usage/cost unavailable","Refine provider identity binding prospectively; revoke authority and keep the sealed 10,000 cases closed",research/05_evaluation/academic-factual-qa-open-10000-development-construction-attempt-001-invalid-results.md,research/05_evaluation/records/academic-factual-qa-open-10000-development-construction-attempt-001-invalid.json
academic-factual-qa-open-10000-development-construction-attempt-002-invalid,Retrieval and factual grounding,Text retrieval and factual answers,trial-b4c5585002e8,27,62,S-27,2026-08-27,"Both provider canaries passed; the first bulk DeepSeek response used `items` instead of required `questions`, so 3/3 calls were recorded but 0 clusters and 0 cases were accepted; 2,206 input / 477 output tokens; USD 0.00213626",Invalid execution; revoke authority and prospectively implement the preregistered deterministic fallback for malformed author output without accepting malformed metadata,research/05_evaluation/academic-factual-qa-open-10000-development-construction-attempt-002-invalid-results.md,research/05_evaluation/records/academic-factual-qa-open-10000-development-construction-attempt-002-invalid.json
academic-factual-qa-open-10000-development-construction-attempt-003-invalid,Retrieval and factual grounding,Text retrieval and factual answers,trial-bd461f4a337e,27,62,S-27,2026-08-27,"Invalid after 16 calls: 15 completed, one Google AI Studio verifier failure, four author fallbacks, three malformed DeepSeek verifier responses, 16,787 input / 11,447 output tokens, and USD 0.04438559; no dataset package was written",Revoke authority and stop provider-transport retries pending a method-level construction decision; keep all final execution closed,research/05_evaluation/academic-factual-qa-open-10000-development-construction-attempt-003-invalid-results.md,research/05_evaluation/records/academic-factual-qa-open-10000-development-construction-attempt-003-invalid.json
academic-factual-qa-open-10000-deterministic-development-001-build,"Persistence, delivery and operations",Local deployment and service continuity,trial-72a2c2cf9b91,189,224,S-189,2026-08-27,"Build Keep: exact 400 answerable plus 100 boundary composition, complete source-range or empty-boundary lineage, zero normalized duplicates, zero answer leakage, byte-stable packages, and zero provider/final/private execution","Keep deterministic build; require a separately authorized 500-case product development run and retain the final 10,000-case lock",research/05_evaluation/academic-factual-qa-open-10000-deterministic-development-001-build-results.md,research/05_evaluation/records/academic-factual-qa-open-10000-deterministic-development-001-build.json
academic-factual-qa-open-10000-development-pre-spend-audit-001,"Persistence, delivery and operations",Local deployment and service continuity,trial-6a9ffef2fd9e,189,224,S-189,2026-08-27,"Structural gates remain clean, but 227/400 answerable cases across 68/100 clusters trigger fragment, markup, or modality-risk diagnostics; priority review confirms material reference defects",Refine reference extraction and structured-region binding before any 500-case product execution; preserve the build and final lock,research/05_evaluation/academic-factual-qa-open-10000-development-pre-spend-audit-001-results.md,
academic-factual-qa-open-10000-development-pre-spend-audit-002,"Persistence, delivery and operations",Local deployment and service continuity,trial-6eab304aaf5d,190,225,S-190,2026-08-27,"224/224 text and 176/176 structured targets pass; zero reference, leakage, duplicate, or boundary defects; 10/12 sampled questions serviceable and two require wording refinement",Keep corrected reference layer; Go Deeper to provider-neutral wording before separately authorized product execution,research/05_evaluation/academic-factual-qa-open-10000-development-pre-spend-audit-002-results.md,research/05_evaluation/records/academic-factual-qa-open-10000-development-pre-spend-audit-002.json
proactive-outreach-a1-development-001,"Persistence, delivery and operations",Local deployment and service continuity,trial-f31439c74d87,191,226,S-191,2026-08-27,"Completed Go Deeper: 12/12 P0 checks, 20/20 actions and reasons, and 10/10 current-release lineage passed; zero side effects, providers, private reads, deliveries, or cost",Advance only to a separately frozen representative shadow confirmation; keep A0 as release control and A1 disabled,research/05_evaluation/proactive-outreach-a1-development-001-results.md,research/05_evaluation/records/proactive-outreach-a1-development-001.json
proactive-outreach-a1-shadow-confirmation-002,"Persistence, delivery and operations",Local deployment and service continuity,trial-df6948de4001,191,226,S-191,2026-08-27,"Completed Refine: 59/60 actions and reasons, 23/24 supported detections, 36/36 no-actions, 12/12 integration checks, valid lineage, and zero side effects; one semantically supported paraphrase missed the raw-token gate","Refine the support method on fresh cases; retain A0, keep A1 shadow-only, and do not lower the threshold or rerun this set",research/05_evaluation/proactive-outreach-a1-shadow-confirmation-002-results.md,research/05_evaluation/records/proactive-outreach-a1-shadow-confirmation-002.json
r1-openai-only-build-001,"Persistence, delivery and operations",Local deployment and service continuity,trial-35e6f8bfdff4,192,227,S-192,2026-08-27,"Build passes: exact GPT-5.4 mini generation and GPT-5.4 advisory review, direct Responses API, one credential, `store: false`, strict identity/schema, 500/500 wording simulation, five adapter simulations, 1,077 Python tests, and 47 frontend tests","Go Deeper to one separately authorized development execution; keep the sealed 10,000 cases and every release promotion closed",research/05_evaluation/r1-openai-only-build-001-results.md,research/05_evaluation/records/r1-openai-only-build-001.json
academic-factual-qa-open-10000-development-checkpoint-003-build,Retrieval and factual grounding,Text retrieval and factual answers,trial-a6ad791feed8,29,64,S-29,2026-08-28,"Build passes: exact GPT-5.4 calibration precedes exact GPT-5.4 mini wording and T0 generation; four stage-stop simulations; hidden-label and hidden-gold separation; 660-call and USD 18 aggregate ceiling; 1,091 Python and 47 frontend tests","Go Deeper to one separately authorized combined checkpoint; keep the sealed 10,000 cases and every release promotion closed",research/05_evaluation/academic-factual-qa-open-10000-development-checkpoint-003-build-results.md,research/05_evaluation/records/academic-factual-qa-open-10000-development-checkpoint-003-build.json
academic-factual-qa-open-10000-development-checkpoint-003-attempt-001-invalid,Retrieval and factual grounding,Text retrieval and factual answers,trial-816c6ce98e7d,28,63,S-28,2026-08-28,"Invalid after one completed call because the provider schema allowed detailed defect labels that the normalized post-parser rejected; 2,147 input / 530 output tokens, 5.973 s, USD 0.0133175",Correct only the prospective schema contract under a fresh ledger; do not interpret reviewer quality or open later stages,research/05_evaluation/academic-factual-qa-open-10000-development-checkpoint-003-attempt-001-invalid-results.md,research/05_evaluation/records/academic-factual-qa-open-10000-development-checkpoint-003-attempt-001-invalid.json
academic-factual-qa-open-10000-development-checkpoint-003-attempt-002-invalid,Retrieval and factual grounding,Text retrieval and factual answers,trial-746869594d94,28,63,S-28,2026-08-28,"Invalid after one completed call: normalized defect labels were correct, but two defect-bearing records were marked semantically valid; 2,177 input / 506 output tokens, 4.869 s, USD 0.0130325","Stop checkpoint 003, revoke authority, and require an explicit reviewer-method decision; do not interpret reviewer quality or open later stages",research/05_evaluation/academic-factual-qa-open-10000-development-checkpoint-003-attempt-002-invalid-results.md,research/05_evaluation/records/academic-factual-qa-open-10000-development-checkpoint-003-attempt-002-invalid.json
academic-factual-qa-open-10000-reviewer-calibration-004-build,Retrieval and factual grounding,Text retrieval and factual answers,trial-6c7291979a87,33,68,S-33,2026-08-28,"Build passes: the provider returns only atomic judgments, overall validity is derived deterministically, three terminal simulations pass, prior votes are not imported, and paid/product/final authority remains false",Go Deeper to one separately authorized 40-control calibration; no automatic 500+100 progression,research/05_evaluation/academic-factual-qa-open-10000-reviewer-calibration-004-build-results.md,research/05_evaluation/records/academic-factual-qa-open-10000-reviewer-calibration-004-build.json
academic-factual-qa-open-10000-reviewer-calibration-004-invalid,Retrieval and factual grounding,Text retrieval and factual answers,trial-e3f56eda67b2,34,69,S-34,2026-08-28,"Invalid after three completed calls: the third response contained a clarify vote with no mandatory boundary reason; 8 accepted votes, 7,036 input / 1,443 output tokens, 15.511 s, USD 0.039235",Revoke authority and stop for a reviewer-method decision; do not infer reviewer or product quality,research/05_evaluation/academic-factual-qa-open-10000-reviewer-calibration-004-invalid-results.md,research/05_evaluation/records/academic-factual-qa-open-10000-reviewer-calibration-004-invalid.json
academic-factual-qa-open-10000-development-checkpoint-004-build,Retrieval and factual grounding,Text retrieval and factual answers,trial-d525577305f4,29,64,S-29,2026-08-28,Build passes: strict reviewer calibration removed; deterministic scoring controls Keep/Refine; exact GPT-5.4 audits all deterministic failures plus a seeded 40-case passing sample non-blockingly; five terminal simulations; 704-call/USD 23 ceiling,"Go Deeper to one separately authorized 500+100 execution; keep final 10,000, T1 promotion, fidelity, and deployment closed",research/05_evaluation/academic-factual-qa-open-10000-development-checkpoint-004-build-results.md,research/05_evaluation/records/academic-factual-qa-open-10000-development-checkpoint-004-build.json
academic-factual-qa-open-10000-development-checkpoint-004-wording-refine,Retrieval and factual grounding,Text retrieval and factual answers,trial-3990c7a94aed,30,65,S-30,2026-08-28,"452/500 accepted (90.4%) versus 95% gate; 48 canonical fallbacks; 50/50 responses; 0 duplicates, leaks, malformed responses, identity drift, retries, product calls, or final access; 61,974 input / 41,705 output tokens; USD 0.555499",Refine and stop before T0; revoke authority and require one method-level successor rather than another wording/reviewer tuning loop,research/05_evaluation/academic-factual-qa-open-10000-development-checkpoint-004-wording-refine-results.md,research/05_evaluation/records/academic-factual-qa-open-10000-development-checkpoint-004-wording-refine.json
academic-factual-qa-open-10000-development-product-checkpoint-005-build,Retrieval and factual grounding,Text retrieval and factual answers,trial-b519ef81cb19,32,67,S-32,2026-08-28,Build passes: exact mixed-wording provenance; zero new wording calls; hidden-gold process separation; five terminal simulations; deterministic decision authority; 654-call/USD 18 ceiling,"Go Deeper to one separately authorized product-only 500+100 checkpoint; keep the sealed 10,000 cases and every release promotion closed",research/05_evaluation/academic-factual-qa-open-10000-development-product-checkpoint-005-build-results.md,research/05_evaluation/records/academic-factual-qa-open-10000-development-product-checkpoint-005-build.json
