result_id,date,component,dataset_or_corpus,status,decision,decision_class,summary_path,summary_present,machine_record_path,machine_record_present,all_linked_evidence_paths,reproduction,registry_line
academic-factual-qa-confirmation-002-build,2026-08-25,Public-source academic factual-QA confirmation readiness,Four commit-pinned public educational repositories / 160 non-overlapping sections / 100 clusters / 200 cases / 40 disjoint controls,"Build complete: exact lineage and modality bindings, zero normalized duplicates or source overlap, blinded 240-item packet, bounded three-family review runner, and complete network-free simulations","Go Deeper to one separately bound and authorized blinded panel; no semantic, product, professor-fidelity, or release claim",go-deeper,research/05_evaluation/academic-factual-qa-confirmation-002-build-results.md,True,research/05_evaluation/records/academic-factual-qa-confirmation-002-build.json,True,research/05_evaluation/academic-factual-qa-confirmation-002-build-results.md;research/05_evaluation/records/academic-factual-qa-confirmation-002-build.json,Implementation `7a4ed8b`; 915 Python and 46 frontend tests; 536/536 audit; zero provider/private/held-out execution,263
academic-factual-qa-confirmation-002-reviewer-binding-build,2026-08-26,Three-family reviewer execution readiness,"Existing blinded 40-control + 200-confirmation packet / fresh Codex, Mistral Small 4, and DeepSeek V4 Pro bindings","Build complete: 24-hour metadata snapshot, exact routing, separately authorized calibration-first execution, 120-call/zero-retry/USD 3 bounds, atomic resume, and full network-free simulation",Go Deeper to one separately authorized calibration; no semantic or product claim,go-deeper,research/05_evaluation/academic-factual-qa-confirmation-002-reviewer-binding-build-results.md,True,research/05_evaluation/records/academic-factual-qa-confirmation-002-reviewer-binding-build.json,True,research/05_evaluation/academic-factual-qa-confirmation-002-reviewer-binding-build-results.md;research/05_evaluation/records/academic-factual-qa-confirmation-002-reviewer-binding-build.json,Implementation `be43067` plus authorization-guard correction; 925 Python / 46 frontend / 539 audit / 72 freeze; zero real reviewer/provider calls or private data,264
academic-factual-qa-confirmation-002-calibration-attempt-001-invalid,2026-08-26,Three-family reviewer calibration,"40 blinded public-source controls / isolated Codex, Mistral Small 4, and DeepSeek V4 Pro","Invalid after the first Mistral batch: Codex passed 40/40 and all four gates at 1.00; one failed provider call, zero retries, zero DeepSeek calls, no confirmation access, and incomplete provider error/usage/cost evidence",Refine the execution harness; preserve attempt 001 and require separate authority for one corrective calibration,invalid,research/05_evaluation/academic-factual-qa-confirmation-002-calibration-attempt-001-invalid-results.md,True,research/05_evaluation/records/academic-factual-qa-confirmation-002-calibration-attempt-001-invalid.json,True,research/05_evaluation/academic-factual-qa-confirmation-002-calibration-attempt-001-invalid-results.md;research/05_evaluation/records/academic-factual-qa-confirmation-002-calibration-attempt-001-invalid.json,"Clean revision `042c6fd`; ignored ledger `c9ca9526`; reported cost is unaccounted, not verified zero; no private data",265
academic-factual-qa-professor-checkpoint-001-build,2026-08-26,"Professor-ready factual, visual, and live T0 evaluation readiness",200 public-source T0 cases plus 30 visual clusters / 60 paired cases; all paid splits unopened,"Build complete: gold-leakage firewall, question-independent visual descriptions, original-region lineage, exact provider bindings, atomic resume/accounting, and all failure simulations passed","Go Deeper through five separately authorized checkpoints; no quality, profile, fidelity, deployment, or release claim",go-deeper,research/05_evaluation/academic-factual-qa-professor-checkpoint-001-build-results.md,True,research/05_evaluation/records/academic-factual-qa-professor-checkpoint-001-build.json,True,research/05_evaluation/academic-factual-qa-professor-checkpoint-001-build-results.md;research/05_evaluation/records/academic-factual-qa-professor-checkpoint-001-build.json,Clean implementation `a6301ca`; 941 Python / 46 frontend / 548 audit / 75 freeze; zero provider calls or private data,266
academic-factual-qa-confirmation-002-calibration-attempt-002-invalid,2026-08-26,Corrective three-family reviewer calibration,40 blinded public-source controls / immutable isolated Codex votes / exact Mistral Small 4 and DeepSeek V4 Pro bindings,"Invalid after the first Mistral batch returned HTTP 400: one failed provider call, zero retries, zero accepted provider votes, zero DeepSeek calls, no confirmation access; hardened diagnostics preserved the sanitized failure and explicit unavailable usage/cost state",Redesign the reviewer method; revoke authority and do not retry Mistral or infer factual-QA/product quality,invalid,research/05_evaluation/academic-factual-qa-confirmation-002-calibration-attempt-002-invalid-results.md,True,research/05_evaluation/records/academic-factual-qa-confirmation-002-calibration-attempt-002-invalid.json,True,research/05_evaluation/academic-factual-qa-confirmation-002-calibration-attempt-002-invalid-results.md;research/05_evaluation/records/academic-factual-qa-confirmation-002-calibration-attempt-002-invalid.json,"Clean revision `d79bda5`; ignored exclusive ledger `988c216e`; reported cost is unavailable, not verified zero; no private data",267
academic-factual-qa-confirmation-002-calibration-attempt-003-build,2026-08-26,Gemini reviewer successor calibration readiness,Unchanged 40 blinded public-source controls / immutable 40/40 Codex votes / exact Gemini 3.7 Flash and DeepSeek V4 Pro bindings,"Build ready: Gemini-compatible schema with deterministic post-validation, exact Google AI Studio routing, 20/20 simulated calls with two canaries first, three simulated passing calibrations, and zero live metadata drift","Go Deeper to one bounded calibration; no reviewer-quality, confirmation, product, visual, private-data, or scale claim",go-deeper,research/05_evaluation/academic-factual-qa-confirmation-002-calibration-attempt-003-build-results.md,True,research/05_evaluation/records/academic-factual-qa-confirmation-002-calibration-attempt-003-build.json,True,research/05_evaluation/academic-factual-qa-confirmation-002-calibration-attempt-003-build-results.md;research/05_evaluation/records/academic-factual-qa-confirmation-002-calibration-attempt-003-build.json,Implementation `a43ec85`; zero inference calls/cost; current reservation USD 0.406426 and hard stop USD 3,268
academic-factual-qa-confirmation-002-calibration-attempt-003-invalid,2026-08-26,Gemini/DeepSeek reviewer calibration,Unchanged 40 blinded public-source controls / immutable 40/40 Codex votes / exact Gemini 3.7 Flash and DeepSeek V4 Pro bindings,"Invalid after canaries: Gemini completed four votes with exact Google AI Studio identity and USD 0.00780825 reported cost; direct DeepSeek returned empty content; two calls, zero retries, zero bulk calls, and no confirmation access",Refine reviewer transport; revoke authority and make one explicit successor decision without interpreting reviewer or product quality,invalid,research/05_evaluation/academic-factual-qa-confirmation-002-calibration-attempt-003-invalid-results.md,True,research/05_evaluation/records/academic-factual-qa-confirmation-002-calibration-attempt-003-invalid.json,True,research/05_evaluation/academic-factual-qa-confirmation-002-calibration-attempt-003-invalid-results.md;research/05_evaluation/records/academic-factual-qa-confirmation-002-calibration-attempt-003-invalid.json,Clean revision `7f445af`; ignored ledger `d3aac5b3`; DeepSeek token/cost accounting unavailable; no private data,269
academic-factual-qa-confirmation-002-calibration-attempt-004-build,2026-08-26,Two-reviewer calibration readiness,Unchanged 40 blinded public-source controls / immutable 40/40 Codex votes / exact Gemini 3.7 Flash binding,"Build ready: ten fresh Gemini batches, two-reviewer aggregation, transport-only retries bounded to two, all pass/failure simulations, and zero live metadata drift",Go Deeper to one separately authorized calibration; stop after any outcome and do not search for another reviewer,go-deeper,research/05_evaluation/academic-factual-qa-confirmation-002-calibration-attempt-004-build-results.md,True,research/05_evaluation/records/academic-factual-qa-confirmation-002-calibration-attempt-004-build.json,True,research/05_evaluation/academic-factual-qa-confirmation-002-calibration-attempt-004-build-results.md;research/05_evaluation/records/academic-factual-qa-confirmation-002-calibration-attempt-004-build.json,Implementation `6e09c7a`; 963 Python / 46 frontend / 552 audit / 75 freeze; zero inference calls/cost/private data; USD 0.211968 reservation and USD 3 stop,270
academic-factual-qa-confirmation-002-calibration-attempt-004-invalid,2026-08-26,Codex plus Gemini reviewer calibration,Unchanged 40 blinded public-source controls / immutable 40/40 Codex votes / exact Gemini 3.7 Flash binding,"Invalid: the first Gemini batch and its sole permitted retry returned HTTP 429; 2 attempted calls, 0 provider completions, 0 Gemini votes, 0 later batches, and no confirmation access","Refine; revoke authority, do not rerun or search another reviewer, and make a supervisor-facing research-method decision",invalid,research/05_evaluation/academic-factual-qa-confirmation-002-calibration-attempt-004-invalid-results.md,True,research/05_evaluation/records/academic-factual-qa-confirmation-002-calibration-attempt-004-invalid.json,True,research/05_evaluation/academic-factual-qa-confirmation-002-calibration-attempt-004-invalid-results.md;research/05_evaluation/records/academic-factual-qa-confirmation-002-calibration-attempt-004-invalid.json,Clean revision `31bbc4e`; ignored ledger `42556697`; reported token/cost unavailable; no private data,271
academic-factual-qa-confirmation-002-calibration-attempt-005-build,2026-08-26,Resilient Codex plus Gemini calibration readiness,Unchanged 40 blinded public-source controls / immutable 40/40 Codex votes / fixed Gemini 3.7 Flash revision,"Four-route Google Vertex/AI Studio allowlist, model-stable fallback accounting, 40/40 simulated Gemini votes, four healthy live routes, zero metadata drift, and zero inference calls",Go Deeper to one separately authorized attempt-005 calibration; keep the sealed 200 cases and all later stages closed,go-deeper,research/05_evaluation/academic-factual-qa-confirmation-002-calibration-attempt-005-build-results.md,True,research/05_evaluation/records/academic-factual-qa-confirmation-002-calibration-attempt-005-build.json,True,research/05_evaluation/academic-factual-qa-confirmation-002-calibration-attempt-005-build-results.md;research/05_evaluation/records/academic-factual-qa-confirmation-002-calibration-attempt-005-build.json,Implementation `df9c0ad`; USD 0.3815424 reservation / USD 3 stop; public data only; paid authority false,272
academic-factual-qa-confirmation-002-calibration-attempt-005-invalid,2026-08-26,Resilient Codex plus Gemini reviewer calibration,Unchanged 40 blinded public-source controls / immutable 40/40 Codex votes / fixed Gemini 3.7 Flash revision,"Invalid after 3 Google Vertex priority calls: 8 Gemini votes accepted, then one four-case response failed the deterministic boundary invariant; 10,393 input / 5,220 output tokens and USD 0.024632775 reported cost","Refine; revoke authority, preserve the semantic failure, and keep the sealed 200 cases and all later stages closed",invalid,research/05_evaluation/academic-factual-qa-confirmation-002-calibration-attempt-005-invalid-results.md,True,research/05_evaluation/records/academic-factual-qa-confirmation-002-calibration-attempt-005-invalid.json,True,research/05_evaluation/academic-factual-qa-confirmation-002-calibration-attempt-005-invalid-results.md;research/05_evaluation/records/academic-factual-qa-confirmation-002-calibration-attempt-005-invalid.json,Clean revision `013f2a9`; ignored ledger `9171b3a7`; no private data; no transport retry,273
academic-factual-qa-open-10000-development-construction-attempt-001-invalid,2026-08-27,Flow-independent open-benchmark development construction,AFQC-035 public-source plan / 100 development clusters / DeepSeek and Gemini wording-review contract,"Invalid on the first DeepSeek canary: requested model matched but runtime fingerprint drifted; 1 failed canary, 0 accepted responses, 0 bulk calls, 0 generated cases, usage/cost unavailable","Refine provider identity binding prospectively; revoke authority and keep the sealed 10,000 cases closed",invalid,research/05_evaluation/academic-factual-qa-open-10000-development-construction-attempt-001-invalid-results.md,True,research/05_evaluation/records/academic-factual-qa-open-10000-development-construction-attempt-001-invalid.json,True,research/05_evaluation/academic-factual-qa-open-10000-development-construction-attempt-001-invalid-results.md;research/05_evaluation/records/academic-factual-qa-open-10000-development-construction-attempt-001-invalid.json,Clean revision `3dbc4ed`; ignored ledger `5952b557`; public source plan `a1bc0211`; no private data,274
academic-factual-qa-open-10000-development-construction-attempt-002-invalid,2026-08-27,Flow-independent open-benchmark development construction,AFQC-035 public-source plan / 100 development clusters / provider binding 002,"Both provider canaries passed; the first bulk DeepSeek response used `items` instead of required `questions`, so 3/3 calls were recorded but 0 clusters and 0 cases were accepted; 2,206 input / 477 output tokens; USD 0.00213626",Invalid execution; revoke authority and prospectively implement the preregistered deterministic fallback for malformed author output without accepting malformed metadata,invalid,research/05_evaluation/academic-factual-qa-open-10000-development-construction-attempt-002-invalid-results.md,True,research/05_evaluation/records/academic-factual-qa-open-10000-development-construction-attempt-002-invalid.json,True,research/05_evaluation/academic-factual-qa-open-10000-development-construction-attempt-002-invalid-results.md;research/05_evaluation/records/academic-factual-qa-open-10000-development-construction-attempt-002-invalid.json,Clean revision `84ed851`; ignored ledger `fa8a7302`; source plan `a1bc0211`; no private/final data,275
academic-factual-qa-open-10000-development-construction-attempt-003-invalid,2026-08-27,Flow-independent open-benchmark development construction,AFQC-035 public-source plan / 100 development clusters / provider binding 003,"Invalid after 16 calls: 15 completed, one Google AI Studio verifier failure, four author fallbacks, three malformed DeepSeek verifier responses, 16,787 input / 11,447 output tokens, and USD 0.04438559; no dataset package was written",Revoke authority and stop provider-transport retries pending a method-level construction decision; keep all final execution closed,invalid,research/05_evaluation/academic-factual-qa-open-10000-development-construction-attempt-003-invalid-results.md,True,research/05_evaluation/records/academic-factual-qa-open-10000-development-construction-attempt-003-invalid.json,True,research/05_evaluation/academic-factual-qa-open-10000-development-construction-attempt-003-invalid-results.md;research/05_evaluation/records/academic-factual-qa-open-10000-development-construction-attempt-003-invalid.json,Clean revision `2db1ac1`; ignored ledger `6c70ea49`; source plan `a1bc0211`; no private/final data,276
academic-factual-qa-open-10000-deterministic-development-001-build,2026-08-27,Provider-free deterministic development construction and direct-provider readiness,AFQC-035 public-source plan / 100 development clusters / 500 public cases / separate 500-row hidden gold / 100-case control,"Build Keep: exact 400 answerable plus 100 boundary composition, complete source-range or empty-boundary lineage, zero normalized duplicates, zero answer leakage, byte-stable packages, and zero provider/final/private execution","Keep deterministic build; require a separately authorized 500-case product development run and retain the final 10,000-case lock",keep,research/05_evaluation/academic-factual-qa-open-10000-deterministic-development-001-build-results.md,True,research/05_evaluation/records/academic-factual-qa-open-10000-deterministic-development-001-build.json,True,research/05_evaluation/academic-factual-qa-open-10000-deterministic-development-001-build-results.md;research/05_evaluation/records/academic-factual-qa-open-10000-deterministic-development-001-build.json,Implementation `fdf571c`; direct OpenAI/Mistral contracts simulated without network; no semantic product claim,277
academic-factual-qa-open-10000-development-pre-spend-audit-001,2026-08-27,Fitness-for-use audit of the deterministic open-QA development package,Exact committed 500 public cases / separate hidden gold / 100 public source clusters / 12-case Codex-assisted priority audit,"Structural gates remain clean, but 227/400 answerable cases across 68/100 clusters trigger fragment, markup, or modality-risk diagnostics; priority review confirms material reference defects",Refine reference extraction and structured-region binding before any 500-case product execution; preserve the build and final lock,refine,research/05_evaluation/academic-factual-qa-open-10000-development-pre-spend-audit-001-results.md,True,,False,research/05_evaluation/academic-factual-qa-open-10000-development-pre-spend-audit-001-results.md,Audit implementation `d6d0419`; zero provider/private/final access; model-assisted review is not external human annotation,278
academic-factual-qa-open-10000-development-pre-spend-audit-002,2026-08-27,Prospective complete-statement and structured-region reference correction,New 100-cluster development source plan / 500 public cases / separate hidden gold / 12-case Codex-assisted packet,"224/224 text and 176/176 structured targets pass; zero reference, leakage, duplicate, or boundary defects; 10/12 sampled questions serviceable and two require wording refinement",Keep corrected reference layer; Go Deeper to provider-neutral wording before separately authorized product execution,keep,research/05_evaluation/academic-factual-qa-open-10000-development-pre-spend-audit-002-results.md,True,research/05_evaluation/records/academic-factual-qa-open-10000-development-pre-spend-audit-002.json,True,research/05_evaluation/academic-factual-qa-open-10000-development-pre-spend-audit-002-results.md;research/05_evaluation/records/academic-factual-qa-open-10000-development-pre-spend-audit-002.json,Dirty prospective base `7583def`; zero provider/private/final access; no product-quality claim,279
proactive-outreach-a1-development-001,2026-08-27,Deterministic evidence-recovery proactive trigger,20 synthetic cases / 10 supportable and 10 no-action / 12 mechanism checks,"Completed Go Deeper: 12/12 P0 checks, 20/20 actions and reasons, and 10/10 current-release lineage passed; zero side effects, providers, private reads, deliveries, or cost",Advance only to a separately frozen representative shadow confirmation; keep A0 as release control and A1 disabled,go-deeper,research/05_evaluation/proactive-outreach-a1-development-001-results.md,True,research/05_evaluation/records/proactive-outreach-a1-development-001.json,True,research/05_evaluation/proactive-outreach-a1-development-001-results.md;research/05_evaluation/records/proactive-outreach-a1-development-001.json,Clean revision `6a76585`; ignored generated result SHA-256 in summary; one-time authorization revoked,281
proactive-outreach-a1-shadow-confirmation-002,2026-08-27,Publication-integrated A1 evidence-recovery confirmation,60 synthetic cases / 12 clusters / four computing families / 24 supportable and 36 no-action / 12 integration checks,"Completed Refine: 59/60 actions and reasons, 23/24 supported detections, 36/36 no-actions, 12/12 integration checks, valid lineage, and zero side effects; one semantically supported paraphrase missed the raw-token gate","Refine the support method on fresh cases; retain A0, keep A1 shadow-only, and do not lower the threshold or rerun this set",refine,research/05_evaluation/proactive-outreach-a1-shadow-confirmation-002-results.md,True,research/05_evaluation/records/proactive-outreach-a1-shadow-confirmation-002.json,True,research/05_evaluation/proactive-outreach-a1-shadow-confirmation-002-results.md;research/05_evaluation/records/proactive-outreach-a1-shadow-confirmation-002.json,Clean revision `c41b680`; ignored generated result SHA-256 in summary; zero provider/private/delivery/cost; authorization revoked,282
r1-openai-only-build-001,2026-08-27,Prospective R1 provider and flow-independent development readiness,Corrected public 500-case wording package / 500-case T0 candidate / fixed 100-case control / no provider calls,"Build passes: exact GPT-5.4 mini generation and GPT-5.4 advisory review, direct Responses API, one credential, `store: false`, strict identity/schema, 500/500 wording simulation, five adapter simulations, 1,077 Python tests, and 47 frontend tests","Go Deeper to one separately authorized development execution; keep the sealed 10,000 cases and every release promotion closed",go-deeper,research/05_evaluation/r1-openai-only-build-001-results.md,True,research/05_evaluation/records/r1-openai-only-build-001.json,True,research/05_evaluation/r1-openai-only-build-001-results.md;research/05_evaluation/records/r1-openai-only-build-001.json,Implementation `82347c0`; 616/616 audit and 86/86 freeze; two OpenAI models are not independent provider families; no paid/private/final/fidelity/visual/deployment execution,284
academic-factual-qa-open-10000-development-checkpoint-003-build,2026-08-28,Finite OpenAI reviewer calibration and 500+100 product-development readiness,Immutable 40 planted controls / corrected public 500-case package / fixed 100-case any-hit control / no provider calls,"Build passes: exact GPT-5.4 calibration precedes exact GPT-5.4 mini wording and T0 generation; four stage-stop simulations; hidden-label and hidden-gold separation; 660-call and USD 18 aggregate ceiling; 1,091 Python and 47 frontend tests","Go Deeper to one separately authorized combined checkpoint; keep the sealed 10,000 cases and every release promotion closed",go-deeper,research/05_evaluation/academic-factual-qa-open-10000-development-checkpoint-003-build-results.md,True,research/05_evaluation/records/academic-factual-qa-open-10000-development-checkpoint-003-build.json,True,research/05_evaluation/academic-factual-qa-open-10000-development-checkpoint-003-build-results.md;research/05_evaluation/records/academic-factual-qa-open-10000-development-checkpoint-003-build.json,Implementation `3dfc3bd` plus freeze-registry correction; 627/627 audit and 91/91 freeze; no paid/private/final/fidelity/visual/deployment execution,285
academic-factual-qa-open-10000-development-checkpoint-003-attempt-001-invalid,2026-08-28,Exact GPT-5.4 reviewer calibration,First 4 of 40 public-source planted controls / no hidden-label opening,"Invalid after one completed call because the provider schema allowed detailed defect labels that the normalized post-parser rejected; 2,147 input / 530 output tokens, 5.973 s, USD 0.0133175",Correct only the prospective schema contract under a fresh ledger; do not interpret reviewer quality or open later stages,invalid,research/05_evaluation/academic-factual-qa-open-10000-development-checkpoint-003-attempt-001-invalid-results.md,True,research/05_evaluation/records/academic-factual-qa-open-10000-development-checkpoint-003-attempt-001-invalid.json,True,research/05_evaluation/academic-factual-qa-open-10000-development-checkpoint-003-attempt-001-invalid-results.md;research/05_evaluation/records/academic-factual-qa-open-10000-development-checkpoint-003-attempt-001-invalid.json,"Clean revision `b076e32`; ignored ledger `8407e95c`; no retries, wording, product, private, or final execution",286
academic-factual-qa-open-10000-development-checkpoint-003-attempt-002-invalid,2026-08-28,Corrected exact GPT-5.4 reviewer calibration,First 4 of 40 public-source planted controls / no hidden-label opening,"Invalid after one completed call: normalized defect labels were correct, but two defect-bearing records were marked semantically valid; 2,177 input / 506 output tokens, 4.869 s, USD 0.0130325","Stop checkpoint 003, revoke authority, and require an explicit reviewer-method decision; do not interpret reviewer quality or open later stages",invalid,research/05_evaluation/academic-factual-qa-open-10000-development-checkpoint-003-attempt-002-invalid-results.md,True,research/05_evaluation/records/academic-factual-qa-open-10000-development-checkpoint-003-attempt-002-invalid.json,True,research/05_evaluation/academic-factual-qa-open-10000-development-checkpoint-003-attempt-002-invalid-results.md;research/05_evaluation/records/academic-factual-qa-open-10000-development-checkpoint-003-attempt-002-invalid.json,"Clean revision `bd1f7d4`; ignored ledger `f53788c4`; no retries, wording, product, private, or final execution",287
academic-factual-qa-open-10000-reviewer-calibration-004-build,2026-08-28,Non-redundant exact GPT-5.4 reviewer calibration readiness,Unchanged 40 public-source planted controls / fresh outputs / no provider calls,"Build passes: the provider returns only atomic judgments, overall validity is derived deterministically, three terminal simulations pass, prior votes are not imported, and paid/product/final authority remains false",Go Deeper to one separately authorized 40-control calibration; no automatic 500+100 progression,go-deeper,research/05_evaluation/academic-factual-qa-open-10000-reviewer-calibration-004-build-results.md,True,research/05_evaluation/records/academic-factual-qa-open-10000-reviewer-calibration-004-build.json,True,research/05_evaluation/academic-factual-qa-open-10000-reviewer-calibration-004-build-results.md;research/05_evaluation/records/academic-factual-qa-open-10000-reviewer-calibration-004-build.json,Implementation `cb2781f`; zero paid/private/product/final execution; exact GPT-5.4 metadata must be refreshed before authority,288
academic-factual-qa-open-10000-reviewer-calibration-004-invalid,2026-08-28,Exact GPT-5.4 atomic reviewer calibration,First 12 of 40 public-source planted controls / hidden labels unopened,"Invalid after three completed calls: the third response contained a clarify vote with no mandatory boundary reason; 8 accepted votes, 7,036 input / 1,443 output tokens, 15.511 s, USD 0.039235",Revoke authority and stop for a reviewer-method decision; do not infer reviewer or product quality,invalid,research/05_evaluation/academic-factual-qa-open-10000-reviewer-calibration-004-invalid-results.md,True,research/05_evaluation/records/academic-factual-qa-open-10000-reviewer-calibration-004-invalid.json,True,research/05_evaluation/academic-factual-qa-open-10000-reviewer-calibration-004-invalid-results.md;research/05_evaluation/records/academic-factual-qa-open-10000-reviewer-calibration-004-invalid.json,"Clean revision `26ac3c6`; ignored ledger `37c8169a`; no retry, hidden-label opening, wording, product, private, or final execution",289
academic-factual-qa-open-10000-development-checkpoint-004-build,2026-08-28,Deterministic-primary 500+100 T0 development readiness,Corrected 500 public development cases / fixed 100-case any-hit control / no provider calls,Build passes: strict reviewer calibration removed; deterministic scoring controls Keep/Refine; exact GPT-5.4 audits all deterministic failures plus a seeded 40-case passing sample non-blockingly; five terminal simulations; 704-call/USD 23 ceiling,"Go Deeper to one separately authorized 500+100 execution; keep final 10,000, T1 promotion, fidelity, and deployment closed",go-deeper,research/05_evaluation/academic-factual-qa-open-10000-development-checkpoint-004-build-results.md,True,research/05_evaluation/records/academic-factual-qa-open-10000-development-checkpoint-004-build.json,True,research/05_evaluation/academic-factual-qa-open-10000-development-checkpoint-004-build-results.md;research/05_evaluation/records/academic-factual-qa-open-10000-development-checkpoint-004-build.json,Direct OpenAI only; same-provider review disclosed; no paid/private/final/product-quality execution,290
academic-factual-qa-open-10000-development-checkpoint-004-wording-refine,2026-08-28,Exact OpenAI wording gate before T0 development,500 public development questions / 25 GPT-5.4 mini author calls / 25 GPT-5.4 reviewer calls,"452/500 accepted (90.4%) versus 95% gate; 48 canonical fallbacks; 50/50 responses; 0 duplicates, leaks, malformed responses, identity drift, retries, product calls, or final access; 61,974 input / 41,705 output tokens; USD 0.555499",Refine and stop before T0; revoke authority and require one method-level successor rather than another wording/reviewer tuning loop,refine,research/05_evaluation/academic-factual-qa-open-10000-development-checkpoint-004-wording-refine-results.md,True,research/05_evaluation/records/academic-factual-qa-open-10000-development-checkpoint-004-wording-refine.json,True,research/05_evaluation/academic-factual-qa-open-10000-development-checkpoint-004-wording-refine-results.md;research/05_evaluation/records/academic-factual-qa-open-10000-development-checkpoint-004-wording-refine.json,"Clean revision `76796f0`; ignored ledger `437dadae`; same-provider review disclosed; final 10,000 untouched",291
academic-factual-qa-open-10000-development-product-checkpoint-005-build,2026-08-28,Mixed-wording 500+100 T0 product-development readiness,Immutable 452 accepted model variants plus 48 canonical fallbacks / fixed 100-case any-hit control / no provider calls,Build passes: exact mixed-wording provenance; zero new wording calls; hidden-gold process separation; five terminal simulations; deterministic decision authority; 654-call/USD 18 ceiling,"Go Deeper to one separately authorized product-only 500+100 checkpoint; keep the sealed 10,000 cases and every release promotion closed",go-deeper,research/05_evaluation/academic-factual-qa-open-10000-development-product-checkpoint-005-build-results.md,True,research/05_evaluation/records/academic-factual-qa-open-10000-development-product-checkpoint-005-build.json,True,research/05_evaluation/academic-factual-qa-open-10000-development-product-checkpoint-005-build-results.md;research/05_evaluation/records/academic-factual-qa-open-10000-development-product-checkpoint-005-build.json,Implementation `2dd150c`; known development benchmark; direct OpenAI only; no paid/private/final/product-quality execution,292
academic-factual-qa-open-10000-development-product-checkpoint-005-cost-cascade-build,2026-08-28,Prospective checkpoint-005 cost and reviewer allocation,Same immutable 500 candidate plus 100 control cases / no provider calls,"Build passes: exact GPT-5.4 mini product generation, exact GPT-5.4 nano routine advisory review, exact full GPT-5.4 for at most 12 truth-defect escalations; 666-call/USD 8 ceiling; 17 focused tests and five finite simulations","Go Deeper to the same one-time product checkpoint under the lower ceiling; preserve every deterministic gate and keep final 10,000 closed",go-deeper,research/05_evaluation/academic-factual-qa-open-10000-development-product-checkpoint-005-cost-cascade-build-results.md,True,research/05_evaluation/records/academic-factual-qa-open-10000-development-product-checkpoint-005-cost-cascade-build.json,True,research/05_evaluation/academic-factual-qa-open-10000-development-product-checkpoint-005-cost-cascade-build-results.md;research/05_evaluation/records/academic-factual-qa-open-10000-development-product-checkpoint-005-cost-cascade-build.json,Implementation `0988d31`; official metadata refreshed 2026-08-28; no paid/private/final/product-quality execution,293
academic-factual-qa-open-10000-development-product-checkpoint-005-attempt-001-invalid,2026-08-28,First product-only 500+100 execution attempt,Frozen 500 candidate / 100 control package; candidate initialization only,"Invalid execution before provider I/O: the package command omitted the locked retrieval extra required by Qwen3; zero responses, calls, tokens, and cost; hidden gold remained sealed",Correct only the runtime invocation and use the single permitted fresh corrective attempt; no product-quality conclusion,invalid,research/05_evaluation/academic-factual-qa-open-10000-development-product-checkpoint-005-attempt-001-invalid-results.md,True,research/05_evaluation/records/academic-factual-qa-open-10000-development-product-checkpoint-005-attempt-001-invalid.json,True,research/05_evaluation/academic-factual-qa-open-10000-development-product-checkpoint-005-attempt-001-invalid-results.md;research/05_evaluation/records/academic-factual-qa-open-10000-development-product-checkpoint-005-attempt-001-invalid.json,"Clean revision `2a1215c`; ignored terminal state and zero-call ledgers hash-bound in result; final 10,000 closed",294
academic-factual-qa-open-10000-development-product-checkpoint-005-attempt-002-invalid,2026-08-28,Sole harness-corrective product execution attempt,"Frozen 500 candidate / 100 control package; 2,100-region local corpus initialization","Invalid execution: local Qwen3 on-demand index construction held 14.7 GB and did not reach case 1 after 2 h 15 min; zero responses, calls, tokens, and cost; hidden gold remained sealed",Stop checkpoint 005 and revoke authority; qualify immutable prebuilt/hash-bound index loading as a method-level successor before another product evaluation,invalid,research/05_evaluation/academic-factual-qa-open-10000-development-product-checkpoint-005-attempt-002-invalid-results.md,True,research/05_evaluation/records/academic-factual-qa-open-10000-development-product-checkpoint-005-attempt-002-invalid.json,True,research/05_evaluation/academic-factual-qa-open-10000-development-product-checkpoint-005-attempt-002-invalid-results.md;research/05_evaluation/records/academic-factual-qa-open-10000-development-product-checkpoint-005-attempt-002-invalid.json,"Clean revision `2f72e2a`; ignored snapshots hash-bound in result; no quality conclusion; final 10,000 closed",295
retrieval-index-lifecycle-development-001,2026-08-28,Immutable release-bound hybrid retrieval-index lifecycle,"2,100 public source regions / four courses / pinned local Qwen3 / 40 query-only restart checks","Completed Keep: 532.408 s build, 0.372 s load, 1,808.484 MiB build peak RSS, 12.659 MiB artifacts, 40/40 non-empty results, 40/40 identical restart rankings, zero runtime document embeddings or provider/final access","Keep the lifecycle for one separately authorized 500+100 actual-product checkpoint; final 10,000 remains closed",keep,research/05_evaluation/retrieval-index-lifecycle-development-001-results.md,True,research/05_evaluation/records/retrieval-index-lifecycle-development-001.json,True,research/05_evaluation/retrieval-index-lifecycle-development-001-results.md;research/05_evaluation/records/retrieval-index-lifecycle-development-001.json,Build `2424e05`; runtime verification `aa64641`; generated result hashes recorded; authority revoked,296
